Belegnummer;Personennummer;Buchungsdatum;Betrag;Verwendungszweck
10224;10210;23.06.2025;-2617,32;Überweisung an Andreas Illigen
14060;10399;01.10.2025;-1741,67;Überweisung an Elke Hasselbach
15124;10168;20.03.2025;-2027,25;Beitrag April – Kundennummer 10168
13024;10350;25.09.2025;7334,45;Rechnung 2024-6715, Rückfragen unter +49 71 52489613
12506;10749;12.03.2025;4471,11;Dauerauftrag Juni
14074;10378;25.03.2025;8262,37;Beitrag Juni – Kundennummer 10378
14697;10700;05.12.2025;6409,08;"Miete April; Konto DE82999999990000010700"
11561;10623;26.10.2025;8838,56;Dauerauftrag Februar
12807;10378;28.06.2025;7980,93;Beitrag Dezember – Kundennummer 10378
12373;10028;13.10.2025;4104,83;Rückzahlung an norbert.zangerle@beispiel-firma.de
12548;10728;18.01.2025;-2917,13;Dauerauftrag September
13325;10672;20.01.2025;8917,24;Rückzahlung an frank.niederegger@beispiel-firma.de
15096;10154;05.02.2025;6239,85;Dauerauftrag Juli
11428;10350;30.04.2025;5486,67;Beitrag April – Kundennummer 10350
14116;10714;03.11.2025;509,60;Überweisung an Dieter Fassbender
10630;10378;06.08.2025;-2621,27;Beitrag April – Kundennummer 10378
11855;10714;13.04.2025;8253,01;"Miete Februar; Konto DE06999999990000010714"
13290;10644;25.01.2025;4815,49;Rückzahlung an olaf.kettenbach@beispiel-firma.de
12975;10259;16.06.2025;-1959,39;Gutschrift Vorgang 8803
14473;10833;15.02.2025;8217,33;Rechnung 2024-7258, Rückfragen unter +49 46 79567361
12443;10189;29.09.2025;3743,07;Überweisung an Monika Mühlbauer
15194;10658;26.11.2025;4581,75;Gutschrift Vorgang 7113
12989;10294;27.02.2025;-2800,95;Dauerauftrag Mai
12814;10189;29.09.2025;3965,02;Rechnung 2024-1329, Rückfragen unter +49 84 74738546
14557;10630;24.12.2025;-466,79;Dauerauftrag November
14480;10350;29.05.2025;8686,20;"Miete März; Konto DE02999999990000010350"
10532;10455;14.09.2025;6900,67;Gutschrift Vorgang 2255
13178;10721;18.03.2025;3858,41;"Miete September; Konto DE13999999990000010721"
15173;10133;10.05.2025;1937,12;Rückzahlung an gisela.vollmering@beispiel-firma.de
12394;10133;20.08.2025;6586,19;Beitrag April – Kundennummer 10133
13444;10000;09.09.2025;3689,76;Lastschrift DE12999999990000010000
11981;10455;07.12.2025;336,02;Beitrag September – Kundennummer 10455
13255;10077;29.08.2025;2907,68;"Miete Juli; Konto DE89999999990000010077"
13619;10007;14.07.2025;-2446,50;Gutschrift Vorgang 4981
10679;10511;24.01.2025;-2200,05;Lastschrift DE73999999990000010511
14697;10315;11.11.2025;-1312,28;"Miete September; Konto DE57999999990000010315"
12520;10049;08.12.2025;-1193,03;"Miete Dezember; Konto DE61999999990000010049"
15768;10749;10.01.2025;5373,78;Überweisung an Anja Dettmer
15551;10427;06.07.2025;7964,60;Lastschrift DE79999999990000010427
14809;10651;01.10.2025;8487,36;Gutschrift Vorgang 4333
12765;10238;01.03.2025;1599,73;Gutschrift Vorgang 3989
11414;10742;20.04.2025;235,38;"Miete März; Konto DE34999999990000010742"
15110;10329;19.04.2025;5556,11;"Miete Mai; Konto DE71999999990000010329"
15159;10000;23.11.2025;4469,57;Rückzahlung an dieter.gruenwald@beispiel-firma.de
13976;10609;16.11.2025;6912,53;"Miete April; Konto DE81999999990000010609"
12828;10672;07.11.2025;6909,46;Gutschrift Vorgang 9600
10756;10273;02.03.2025;3715,51;Überweisung an Jutta Steinkamp
15817;10343;14.05.2025;-2386,22;Rechnung 2024-5094, Rückfragen unter (037) 3085170
10301;10175;02.01.2025;326,96;Lastschrift DE07999999990000010175
12058;10231;16.07.2025;8239,69;Lastschrift DE63999999990000010231
10623;10658;10.11.2025;-639,39;Rückzahlung an dieter.muehlbauer@beispiel-firma.de
12226;10532;07.09.2025;2097,93;Rückzahlung an peter.baumgartner@beispiel-firma.de
15082;10273;17.03.2025;6026,68;"Miete November; Konto DE15999999990000010273"
11253;10560;18.02.2025;8710,61;Beitrag November – Kundennummer 10560
14767;10063;28.11.2025;4357,45;Gutschrift Vorgang 9943
10749;10413;01.11.2025;7768,40;Rückzahlung an nadine.thelen@beispiel-firma.de
10819;10672;21.04.2025;7456,81;Lastschrift DE54999999990000010672
15656;10105;17.11.2025;1819,02;Rechnung 2024-2771, Rückfragen unter +49 43 50888355
10714;10266;17.11.2025;-418,84;Rückzahlung an christoph.thelen@beispiel-firma.de
11855;10189;02.10.2025;1954,56;Überweisung an Monika Mühlbauer
14088;10476;08.03.2025;3798,40;Lastschrift DE38999999990000010476
11575;10014;12.09.2025;4682,63;Rückzahlung an peter.illigen@beispiel-firma.de
12450;10658;02.09.2025;1957,70;Dauerauftrag Juli
14949;10217;13.08.2025;2058,50;Lastschrift DE49999999990000010217
12009;10791;15.10.2025;2939,32;Beitrag August – Kundennummer 10791
14256;10063;15.05.2025;-1169,39;"Miete Februar; Konto DE75999999990000010063"
15600;10532;10.11.2025;2510,41;Rechnung 2024-0585, Rückfragen unter +49 54 89223948
14515;10105;20.01.2025;4875,31;Beitrag Juli – Kundennummer 10105
10791;10035;10.04.2025;1316,18;Rechnung 2024-6584, Rückfragen unter +49 86 76464505
15817;10462;05.09.2025;5543,59;Dauerauftrag April
10511;10497;20.07.2025;6746,89;Rechnung 2024-7081, Rückfragen unter +49 60 82966050
10259;10273;03.06.2025;542,89;"Miete August; Konto DE15999999990000010273"
13479;10028;02.11.2025;1993,46;Lastschrift DE40999999990000010028
13850;10063;23.11.2025;-1426,74;"Miete August; Konto DE75999999990000010063"
14417;10665;09.09.2025;2665,23;Beitrag Oktober – Kundennummer 10665
14788;10161;26.11.2025;249,56;Rechnung 2024-7316, Rückfragen unter (065) 2231322
13010;10392;01.07.2025;-1438,23;Überweisung an Gerd Hasselbach
12387;10399;05.03.2025;4562,82;Dauerauftrag August
15481;10420;08.03.2025;2310,06;Lastschrift DE72999999990000010420
12310;10546;12.12.2025;-2143,78;"Miete Mai; Konto DE18999999990000010546"
12198;10476;20.01.2025;6810,10;Gutschrift Vorgang 8503
15418;10245;16.02.2025;-2500,76;Überweisung an Gisela Niederegger
14494;10000;01.04.2025;6682,87;Rückzahlung an dieter.gruenwald@beispiel-firma.de
14340;10035;04.05.2025;-1721,66;Beitrag April – Kundennummer 10035
10182;10238;05.07.2025;2213,99;Dauerauftrag Oktober
13213;10469;06.04.2025;3045,20;Gutschrift Vorgang 2480
10980;10049;31.03.2025;2605,08;Überweisung an Anja Vollmering
12317;10133;17.04.2025;-2850,35;Dauerauftrag März
10917;10028;14.02.2025;4292,90;Überweisung an Norbert Zangerle
14403;10413;18.12.2025;1937,67;Rückzahlung an nadine.thelen@beispiel-firma.de
10777;10714;11.03.2025;1972,31;"Miete September; Konto DE06999999990000010714"
13010;10595;10.02.2025;2416,27;Lastschrift DE67999999990000010595
15614;10077;21.12.2025;-2289,04;Dauerauftrag Januar
14158;10441;30.01.2025;1026,47;Überweisung an Elke Niederegger
13598;10490;10.09.2025;8102,08;Lastschrift DE52999999990000010490
15719;10672;23.09.2025;7447,09;Beitrag Juli – Kundennummer 10672
10889;10518;16.04.2025;-645,19;Rechnung 2024-8066, Rückfragen unter 0665/704340-35
13395;10532;05.06.2025;7616,67;Überweisung an Peter Baumgartner
10126;10014;20.05.2025;5776,77;"Miete Oktober; Konto DE26999999990000010014"
11589;10560;07.04.2025;4083,69;Rückzahlung an olaf.jahnke@beispiel-firma.de
15649;10805;10.01.2025;8165,63;Dauerauftrag Juni
10938;10693;25.05.2025;3840,00;Beitrag Mai – Kundennummer 10693
15733;10441;07.10.2025;570,32;Überweisung an Elke Niederegger
12695;10651;04.06.2025;-57,04;Gutschrift Vorgang 3025
12121;10763;18.06.2025;8156,39;Überweisung an Doris Wachsmuth
10350;10133;07.04.2025;4734,16;"Miete Dezember; Konto DE55999999990000010133"
12100;10623;05.10.2025;5286,31;Rechnung 2024-5186, Rückfragen unter 0411/133128-78
10511;10826;20.08.2025;3132,85;Überweisung an Bernd Pflüger
13136;10546;22.11.2025;5318,76;Überweisung an Frank Obermeier
10399;10161;10.03.2025;8330,58;Gutschrift Vorgang 9041
13598;10441;20.01.2025;4981,14;Beitrag Mai – Kundennummer 10441
11876;10595;25.05.2025;-311,57;Überweisung an Franziska Uhlenbrock
12394;10644;05.11.2025;8176,37;Rückzahlung an olaf.kettenbach@beispiel-firma.de
11099;10469;03.09.2025;5921,44;Rechnung 2024-2483, Rückfragen unter +49 57 70945276
12219;10637;07.08.2025;7715,35;Rechnung 2024-0948, Rückfragen unter +49 61 24413755
13633;10448;06.03.2025;6835,60;Rechnung 2024-0159, Rückfragen unter 0584/578629-43
15600;10567;27.02.2025;6189,79;Dauerauftrag April
13430;10574;27.08.2025;305,01;Gutschrift Vorgang 1676
14662;10189;20.07.2025;1185,28;Überweisung an Monika Mühlbauer
13486;10014;25.06.2025;-695,45;Gutschrift Vorgang 7735
12275;10651;29.04.2025;8121,17;Gutschrift Vorgang 9267
10476;10378;14.12.2025;2851,59;Beitrag August – Kundennummer 10378
11358;10329;18.10.2025;3306,29;Dauerauftrag Oktober
14179;10392;18.01.2025;8071,52;Überweisung an Gerd Hasselbach
11582;10749;13.08.2025;6285,81;Überweisung an Anja Dettmer
15243;10721;17.11.2025;3284,64;Rückzahlung an jutta.obermeier@beispiel-firma.de
13892;10427;15.04.2025;-2925,45;Dauerauftrag August
12429;10140;22.07.2025;2604,72;Lastschrift DE62999999990000010140
10196;10819;14.06.2025;-397,61;Beitrag April – Kundennummer 10819
12429;10385;13.06.2025;5702,52;Beitrag Januar – Kundennummer 10385
14067;10413;15.05.2025;6863,81;"Miete Dezember; Konto DE65999999990000010413"
12394;10056;06.05.2025;4025,22;Gutschrift Vorgang 8662
14011;10637;20.02.2025;-1348,97;Beitrag Juli – Kundennummer 10637
13234;10707;18.06.2025;7435,86;Beitrag Mai – Kundennummer 10707
10826;10707;03.05.2025;-1919,52;Rückzahlung an birgit.baumgartner@beispiel-firma.de
13899;10588;22.02.2025;1438,66;Dauerauftrag März
13535;10441;18.06.2025;-2650,39;Lastschrift DE03999999990000010441
11309;10784;30.09.2025;3934,71;"Miete Februar; Konto DE76999999990000010784"
11113;10707;23.02.2025;-2648,01;Beitrag Februar – Kundennummer 10707
11148;10042;06.08.2025;8485,25;Lastschrift DE54999999990000010042
12898;10273;29.11.2025;4199,20;Beitrag April – Kundennummer 10273
12457;10217;13.07.2025;5864,93;Gutschrift Vorgang 9528
10959;10623;24.09.2025;7809,86;"Miete Juli; Konto DE05999999990000010623"
14823;10203;27.01.2025;-890,48;Rechnung 2024-4899, Rückfragen unter +49 49 45176517
11449;10721;28.04.2025;8085,20;Gutschrift Vorgang 0892
15740;10028;21.11.2025;3027,63;"Miete Juni; Konto DE40999999990000010028"
10868;10560;20.08.2025;164,39;Überweisung an Olaf Jahnke
12723;10602;05.04.2025;-1009,64;Beitrag August – Kundennummer 10602
13584;10735;13.07.2025;741,13;"Miete April; Konto DE27999999990000010735"
12149;10728;01.04.2025;4961,39;Beitrag April – Kundennummer 10728
14459;10224;03.04.2025;-2109,91;Rückzahlung an peter.cordes@beispiel-firma.de
12037;10749;05.01.2025;-1216,19;Überweisung an Anja Dettmer
11386;10483;10.10.2025;-1571,28;Dauerauftrag Mai
11960;10119;06.09.2025;225,76;Lastschrift DE41999999990000010119
13528;10133;09.10.2025;-2184,48;Gutschrift Vorgang 8049
11274;10714;11.03.2025;194,88;Lastschrift DE06999999990000010714
13178;10203;12.09.2025;5064,19;Überweisung an Irene Niederegger
11813;10273;15.12.2025;2342,65;Überweisung an Jutta Steinkamp
15740;10497;02.06.2025;6653,87;Gutschrift Vorgang 2447
14893;10238;11.07.2025;5956,48;"Miete Februar; Konto DE70999999990000010238"
11491;10070;24.01.2025;1131,05;Gutschrift Vorgang 0843
15362;10630;15.08.2025;-2642,18;Lastschrift DE12999999990000010630
12114;10056;18.10.2025;492,99;Gutschrift Vorgang 0339
11134;10441;17.08.2025;-1544,22;Dauerauftrag November
11120;10371;22.09.2025;-1062,52;Gutschrift Vorgang 2389
10385;10301;14.06.2025;3001,08;Lastschrift DE43999999990000010301
10273;10042;28.06.2025;4611,84;"Miete März; Konto DE54999999990000010042"
15817;10091;18.09.2025;-2154,38;Dauerauftrag Dezember
14508;10791;20.07.2025;4137,38;Beitrag Januar – Kundennummer 10791
15383;10273;25.03.2025;823,81;Überweisung an Jutta Steinkamp
13255;10329;28.08.2025;-65,34;Dauerauftrag Februar
13003;10140;15.01.2025;-1322,69;Lastschrift DE62999999990000010140
14844;10686;28.12.2025;8689,98;Lastschrift DE68999999990000010686
15789;10280;28.04.2025;-1360,07;"Miete Februar; Konto DE22999999990000010280"
10301;10000;24.07.2025;5593,90;Rechnung 2024-1786, Rückfragen unter (079) 5540670
13864;10189;13.10.2025;180,84;Rückzahlung an monika.muehlbauer@beispiel-firma.de
12723;10546;22.05.2025;4557,17;"Miete Oktober; Konto DE18999999990000010546"
11400;10301;19.01.2025;5674,42;Rückzahlung an claudia.pflueger@beispiel-firma.de
10196;10385;23.03.2025;555,34;Lastschrift DE37999999990000010385
13661;10707;01.11.2025;7974,68;"Miete März; Konto DE89999999990000010707"
14494;10056;15.08.2025;-1183,90;Beitrag Dezember – Kundennummer 10056
13906;10392;22.09.2025;7470,98;Rückzahlung an gerd.hasselbach@beispiel-firma.de
15474;10021;25.09.2025;-675,51;Rechnung 2024-5894, Rückfragen unter (050) 8781818
12282;10378;26.02.2025;-2962,94;Rechnung 2024-3361, Rückfragen unter (061) 3743664
13143;10504;03.09.2025;-977,07;Gutschrift Vorgang 2242
15796;10357;31.12.2025;2580,74;Dauerauftrag Juli
13115;10105;07.02.2025;-1654,61;"Miete November; Konto DE27999999990000010105"
15733;10448;27.12.2025;6396,25;Dauerauftrag November
14214;10819;17.12.2025;1888,03;"Miete August; Konto DE21999999990000010819"
13227;10091;31.03.2025;860,71;Rechnung 2024-6994, Rückfragen unter 0741/131783-19
13654;10672;02.10.2025;3856,28;Gutschrift Vorgang 0962
11666;10399;13.10.2025;-2118,50;Rückzahlung an elke.hasselbach@beispiel-firma.de
14655;10455;31.03.2025;-1398,47;Überweisung an Renate Zangerle
14900;10161;08.11.2025;2881,03;Beitrag Juni – Kundennummer 10161
13059;10567;14.05.2025;-1050,77;Lastschrift DE39999999990000010567
15432;10490;05.04.2025;4175,30;Rechnung 2024-0732, Rückfragen unter 0730/510987-53
11463;10161;09.11.2025;7919,72;Überweisung an Claudia Mühlbauer
14823;10287;17.05.2025;-2809,73;Dauerauftrag Januar
15180;10406;20.05.2025;5258,77;Rückzahlung an klaus.thelen@beispiel-firma.de
10707;10539;10.06.2025;8131,30;Rückzahlung an elke.achterberg@beispiel-firma.de
14417;10154;15.05.2025;6576,00;Dauerauftrag Oktober
14501;10644;05.04.2025;2322,75;Rückzahlung an olaf.kettenbach@beispiel-firma.de
10462;10798;04.08.2025;7217,40;Rückzahlung an gerd.wachsmuth@beispiel-firma.de
10273;10441;12.02.2025;1346,70;Überweisung an Elke Niederegger
13164;10168;23.03.2025;8551,36;Überweisung an Ingo Thelen
12303;10686;16.08.2025;-1773,02;Lastschrift DE68999999990000010686
10077;10546;27.03.2025;-1527,89;Lastschrift DE18999999990000010546
13087;10077;21.10.2025;-940,54;Rückzahlung an renate.thelen@beispiel-firma.de
11274;10588;22.09.2025;1841,52;Beitrag Oktober – Kundennummer 10588
11589;10126;13.06.2025;1553,86;Gutschrift Vorgang 7324
11827;10280;10.07.2025;2525,51;Überweisung an Peter Pflüger
10847;10679;06.12.2025;6993,46;Dauerauftrag Dezember
14179;10693;15.06.2025;1464,57;Gutschrift Vorgang 1980
12450;10749;29.08.2025;-36,22;"Miete Januar; Konto DE41999999990000010749"
12828;10609;15.11.2025;886,75;Rückzahlung an elke.vollmering@beispiel-firma.de
13346;10378;27.06.2025;8679,38;Rückzahlung an frank.vollmering@beispiel-firma.de
14403;10791;10.09.2025;3794,29;Rechnung 2024-7747, Rückfragen unter (061) 1357527
14186;10609;28.12.2025;-1818,24;Dauerauftrag Dezember
13206;10035;01.01.2025;2422,83;Rechnung 2024-7711, Rückfragen unter +49 86 76464505
14620;10056;17.09.2025;2868,20;"Miete Juli; Konto DE68999999990000010056"
15411;10602;26.02.2025;6014,89;Gutschrift Vorgang 9235
11029;10630;10.12.2025;3365,77;Rückzahlung an ingo.niederegger@beispiel-firma.de
11106;10777;23.02.2025;1082,17;"Miete Oktober; Konto DE69999999990000010777"
11743;10455;18.07.2025;-988,60;Beitrag Februar – Kundennummer 10455
12373;10742;21.02.2025;1322,25;Dauerauftrag Januar
11687;10007;22.10.2025;5325,36;Beitrag September – Kundennummer 10007
15299;10497;29.10.2025;2007,67;Dauerauftrag November
12149;10553;14.11.2025;4831,03;Rückzahlung an gisela.thelen@beispiel-firma.de
10504;10238;21.03.2025;8189,45;"Miete Juni; Konto DE70999999990000010238"
13262;10833;22.02.2025;-2496,38;Rechnung 2024-2771, Rückfragen unter +49 46 79567361
10924;10063;16.06.2025;-1798,37;Beitrag Juli – Kundennummer 10063
13598;10560;19.04.2025;-2670,89;"Miete Mai; Konto DE32999999990000010560"
11134;10490;29.06.2025;3938,85;"Miete Dezember; Konto DE52999999990000010490"
14550;10490;08.11.2025;6837,37;Rückzahlung an norbert.gruenwald@beispiel-firma.de
15313;10203;14.08.2025;3761,40;"Miete März; Konto DE35999999990000010203"
11281;10546;15.12.2025;-985,50;Lastschrift DE18999999990000010546
14018;10126;26.06.2025;-2943,42;Lastschrift DE48999999990000010126
11953;10427;06.12.2025;-749,56;"Miete November; Konto DE79999999990000010427"
13864;10308;03.03.2025;689,64;Beitrag Januar – Kundennummer 10308
14242;10063;20.09.2025;3647,98;Beitrag August – Kundennummer 10063
14389;10805;16.04.2025;2046,27;Dauerauftrag Juli
10588;10539;01.05.2025;5981,95;Dauerauftrag Dezember
15558;10721;07.05.2025;-2239,88;Beitrag Juni – Kundennummer 10721
11806;10819;08.08.2025;-2599,63;Gutschrift Vorgang 9631
12282;10007;17.12.2025;-2075,31;Rechnung 2024-4415, Rückfragen unter 0702/817879-16
14459;10210;29.06.2025;2001,94;"Miete September; Konto DE42999999990000010210"
13150;10532;12.12.2025;41,79;Gutschrift Vorgang 5811
15313;10378;29.08.2025;3817,50;Lastschrift DE30999999990000010378
14382;10805;23.01.2025;6345,14;Rechnung 2024-1798, Rückfragen unter (050) 3975423
11820;10637;10.05.2025;2538,76;Gutschrift Vorgang 6035
15075;10644;18.06.2025;3547,17;Gutschrift Vorgang 6095
10672;10462;09.10.2025;6727,55;Dauerauftrag Juni
12100;10791;07.08.2025;-1851,92;Rückzahlung an anja.reinsberg@beispiel-firma.de
12051;10147;11.10.2025;38,19;Rechnung 2024-0379, Rückfragen unter +49 48 7967322
10798;10329;15.06.2025;-2926,04;Beitrag August – Kundennummer 10329
15824;10588;09.11.2025;-1930,35;Dauerauftrag März
14473;10294;24.12.2025;7734,25;Beitrag März – Kundennummer 10294
13136;10553;27.07.2025;-2889,35;Dauerauftrag Oktober
10651;10700;27.12.2025;4366,47;Dauerauftrag Juli
12492;10224;22.05.2025;7741,62;Beitrag Dezember – Kundennummer 10224
14543;10497;08.08.2025;-1432,92;Rückzahlung an elke.lindhorst@beispiel-firma.de
14907;10315;27.07.2025;202,52;Rechnung 2024-1546, Rückfragen unter 0374/947680-49
13619;10350;07.12.2025;4992,09;Überweisung an Holger Vollmering
12968;10105;31.12.2025;7465,93;Gutschrift Vorgang 9737
12807;10616;17.03.2025;-1160,49;Beitrag Juni – Kundennummer 10616
10364;10266;19.06.2025;-2258,91;Dauerauftrag Juli
15005;10462;02.01.2025;7138,52;Beitrag Juli – Kundennummer 10462
13444;10280;18.04.2025;7613,16;Dauerauftrag April
11813;10252;11.05.2025;3199,80;"Miete Oktober; Konto DE84999999990000010252"
12219;10602;06.03.2025;3247,60;Rückzahlung an frank.reinsberg@beispiel-firma.de
10315;10028;09.09.2025;2074,14;"Miete Mai; Konto DE40999999990000010028"
11631;10714;06.07.2025;-77,54;Lastschrift DE06999999990000010714
12387;10147;04.12.2025;2994,57;Dauerauftrag Juni
11946;10707;20.07.2025;3983,07;Überweisung an Birgit Baumgartner
14221;10819;07.12.2025;8512,23;Überweisung an Gisela Thelen
15040;10434;26.10.2025;978,35;Überweisung an Peter Dettmer
13766;10686;08.07.2025;5456,02;Rechnung 2024-9871, Rückfragen unter +49 32 75316739
11827;10581;26.11.2025;-1012,15;Dauerauftrag Dezember
10833;10812;09.09.2025;7414,82;Gutschrift Vorgang 7218
11015;10294;22.03.2025;4944,68;Überweisung an Gerd Cordes
12884;10021;02.03.2025;-1108,44;Rechnung 2024-7177, Rückfragen unter (050) 8781818
11547;10126;27.05.2025;-821,09;Rückzahlung an norbert.hasselbach@beispiel-firma.de
11673;10168;31.12.2025;8021,77;Überweisung an Ingo Thelen
14179;10231;23.07.2025;4764,84;"Miete Februar; Konto DE63999999990000010231"
14340;10672;10.05.2025;57,96;"Miete November; Konto DE54999999990000010672"
12037;10245;29.09.2025;626,95;Rückzahlung an gisela.niederegger@beispiel-firma.de
11526;10819;15.02.2025;2150,90;Lastschrift DE21999999990000010819
13423;10784;12.10.2025;-2460,91;Lastschrift DE76999999990000010784
10917;10651;12.08.2025;8912,39;"Miete April; Konto DE33999999990000010651"
13906;10399;06.10.2025;8403,10;Überweisung an Elke Hasselbach
12415;10784;19.04.2025;5972,40;Rechnung 2024-9079, Rückfragen unter 0727/477993-39
15810;10210;17.08.2025;7403,98;Überweisung an Andreas Illigen
12926;10441;15.09.2025;3832,39;Lastschrift DE03999999990000010441
13353;10098;24.04.2025;3151,55;"Miete Oktober; Konto DE20999999990000010098"
11736;10756;20.03.2025;-1222,43;Rechnung 2024-2179, Rückfragen unter 0417/282553-17
11246;10658;27.07.2025;1790,56;Rückzahlung an dieter.muehlbauer@beispiel-firma.de
14655;10490;22.11.2025;269,29;Rückzahlung an norbert.gruenwald@beispiel-firma.de
14865;10728;19.12.2025;7840,24;Gutschrift Vorgang 3929
13787;10672;25.11.2025;5259,42;Rechnung 2024-2314, Rückfragen unter +49 63 43283493
11428;10203;06.10.2025;536,82;Überweisung an Irene Niederegger
10336;10420;14.08.2025;477,22;Lastschrift DE72999999990000010420
11106;10119;13.07.2025;2031,67;Beitrag Dezember – Kundennummer 10119
15159;10266;26.06.2025;4588,02;"Miete Februar; Konto DE08999999990000010266"
10035;10504;28.12.2025;1988,69;"Miete Dezember; Konto DE66999999990000010504"
12926;10546;13.08.2025;-1156,30;Gutschrift Vorgang 0143
11358;10609;05.07.2025;8231,31;Überweisung an Elke Vollmering
12863;10770;10.02.2025;5277,91;Dauerauftrag März
14088;10595;16.05.2025;2340,92;Rechnung 2024-4009, Rückfragen unter (045) 2905539
13934;10266;03.03.2025;1276,82;Rückzahlung an christoph.thelen@beispiel-firma.de
14732;10469;07.04.2025;5294,30;Gutschrift Vorgang 1110
14228;10791;21.03.2025;7556,89;Rechnung 2024-1801, Rückfragen unter (061) 1357527
10672;10812;28.07.2025;327,33;Beitrag Januar – Kundennummer 10812
10084;10427;15.04.2025;4327,65;Dauerauftrag August
11365;10658;21.12.2025;1190,32;Rückzahlung an dieter.muehlbauer@beispiel-firma.de
11911;10084;01.12.2025;-1747,58;Lastschrift DE06999999990000010084
14830;10476;02.08.2025;3327,56;"Miete April; Konto DE38999999990000010476"
13136;10455;29.09.2025;-349,76;Dauerauftrag Oktober
10056;10035;21.02.2025;1686,84;Beitrag Februar – Kundennummer 10035
12779;10056;20.06.2025;4097,64;Überweisung an Peter Achterberg
13367;10035;04.03.2025;5374,82;Rückzahlung an anja.gruenwald@beispiel-firma.de
14697;10035;05.02.2025;1198,32;"Miete September; Konto DE47999999990000010035"
15523;10784;06.06.2025;2761,16;Lastschrift DE76999999990000010784
15285;10686;18.05.2025;1520,52;Rückzahlung an bernd.reinsberg@beispiel-firma.de
14802;10371;04.05.2025;8089,07;Rechnung 2024-1492, Rückfragen unter +49 50 87076939
11876;10098;19.09.2025;5755,31;Gutschrift Vorgang 8496
11526;10217;18.03.2025;2511,60;Überweisung an Irene Kettenbach
12590;10070;21.06.2025;-2449,34;"Miete Juli; Konto DE82999999990000010070"
14788;10091;13.02.2025;6819,98;Lastschrift DE13999999990000010091
14438;10560;21.12.2025;1749,63;"Miete Dezember; Konto DE32999999990000010560"
15544;10259;19.06.2025;6652,10;Rechnung 2024-5121, Rückfragen unter (068) 4447597
12184;10714;16.12.2025;7083,29;Überweisung an Dieter Fassbender
12289;10308;18.04.2025;2427,06;Überweisung an Olaf Zangerle
11974;10791;13.10.2025;7438,61;Dauerauftrag Januar
10035;10175;06.01.2025;5680,29;Rückzahlung an franziska.fassbender@beispiel-firma.de
11974;10455;25.09.2025;3592,59;"Miete April; Konto DE17999999990000010455"
15313;10077;27.04.2025;-633,14;Beitrag Juli – Kundennummer 10077
11246;10441;15.12.2025;7644,67;Dauerauftrag November
14417;10791;17.04.2025;-2621,66;Lastschrift DE83999999990000010791
12002;10595;01.06.2025;1814,57;Gutschrift Vorgang 3967
14830;10742;12.11.2025;4082,80;Rechnung 2024-0226, Rückfragen unter +49 86 96553228
15250;10266;28.12.2025;-2007,05;Rückzahlung an christoph.thelen@beispiel-firma.de
12779;10686;30.10.2025;-853,50;Dauerauftrag August
10308;10098;28.10.2025;3575,33;Beitrag Januar – Kundennummer 10098
12233;10749;11.11.2025;5101,43;"Miete November; Konto DE41999999990000010749"
11358;10336;28.02.2025;2413,24;Rechnung 2024-6422, Rückfragen unter +49 42 5058873
14648;10595;01.03.2025;3373,32;Dauerauftrag Juni
12653;10147;19.02.2025;4969,89;Beitrag Februar – Kundennummer 10147
11484;10483;06.11.2025;475,31;Lastschrift DE45999999990000010483
15390;10616;19.12.2025;-1345,22;"Miete Dezember; Konto DE88999999990000010616"
11015;10595;31.08.2025;2654,97;Dauerauftrag September
13003;10217;07.09.2025;6197,42;Lastschrift DE49999999990000010217
10952;10315;26.08.2025;6175,10;Rechnung 2024-8617, Rückfragen unter 0374/947680-49
15068;10399;22.01.2025;6626,46;Gutschrift Vorgang 8115
15775;10217;16.01.2025;2454,11;Beitrag Mai – Kundennummer 10217
11337;10350;14.06.2025;6347,31;Gutschrift Vorgang 0977
13458;10273;11.12.2025;6001,90;Beitrag September – Kundennummer 10273
10462;10819;01.03.2025;951,75;Dauerauftrag Oktober
11323;10371;25.06.2025;-1365,88;Lastschrift DE23999999990000010371
15789;10623;17.02.2025;2521,77;"Miete Juli; Konto DE05999999990000010623"
12548;10609;24.12.2025;5701,26;Rechnung 2024-5780, Rückfragen unter +49 42 84067603
12695;10133;29.05.2025;-5,09;Dauerauftrag August
11631;10056;19.09.2025;8204,79;Gutschrift Vorgang 5312
14634;10525;18.11.2025;222,36;Dauerauftrag März
10266;10665;03.04.2025;5284,43;Lastschrift DE47999999990000010665
15110;10581;25.09.2025;7444,62;"Miete April; Konto DE53999999990000010581"
12555;10273;13.02.2025;4937,94;Gutschrift Vorgang 2550
13059;10553;23.09.2025;8770,50;Überweisung an Gisela Thelen
11470;10448;22.11.2025;-246,70;Beitrag Dezember – Kundennummer 10448
11981;10126;20.01.2025;8925,43;Überweisung an Norbert Hasselbach
15180;10098;12.04.2025;2420,12;Gutschrift Vorgang 2646
15285;10357;15.11.2025;7727,47;Gutschrift Vorgang 1076
15145;10399;08.11.2025;2011,46;"Miete August; Konto DE51999999990000010399"
13528;10203;23.11.2025;5505,73;Gutschrift Vorgang 9177
13444;10028;28.11.2025;7256,32;Rückzahlung an norbert.zangerle@beispiel-firma.de
14039;10630;15.11.2025;-27,34;Rechnung 2024-9085, Rückfragen unter +49 33 22762164
